ID,Name,PhoneNumber,Address,CostRange,Cuisine
2395,'Hop Social Tavern',(480) 485-4677,'3405 W Chandler Blvd',1,"'American (Traditional),Desserts,Beer Bar'"
2396,'Cherryblossom Noodle Cafe',(602) 248-9090,'914 E Camelback Rd',1,"'Sushi Bars,Noodles,Ramen'"
2397,'Fogo de Chão Brazilian Steakhouse',(480) 609-8866,'6300 N Scottsdale Rd',1,"'Brazilian,Steakhouses'"
2398,'La Piazza al Forno',(623) 847-3301,'5803 W Glendale Ave',1,"'Italian,Pizza'"
2399,'The Lunch Bag',(480) 860-6659,'8989 E Via Linda',1,'Sandwiches'
2400,'Doughbird',(602) 345-9161,'4385 E Indian School Rd',1,"'Pizza,Comfort Food,American (Traditional)'"
2401,'Mi Patio',(602) 277-4831,'3347 N 7th Ave',1,'Mexican'
2402,'Hopdoddy Burger Bar',(480) 348-2337,'11055 N Scottsdale Rd',1,"'Burgers,Bars,Salad'"
2403,'Kiss the Cook Restaurant',(623) 939-4663,'4915 W Glendale Ave',1,'Breakfast & Brunch'
2404,'Andes Peruvian Cuisine',(602) 368-9205,'6025 N 27th Ave',0,''
2405,'WtfExp',(602) 595-6666,'1024 E Buckeye Rd',1,"'Cheesesteaks,Fish & Chips,Burgers'"
2406,'Tampopo Ramen',(480) 491-2177,'3223 S Mcclintock Dr',1,'Ramen'
2407,'The House Brasserie',(480) 634-1600,'6936 E Main St',1,"'American (New),Bars,Coffee & Tea'"
2408,'El Dorado Bar and Grill',(480) 945-2606,'8708 E McDowell Rd',1,"'American (Traditional),Bars'"
2409,'Suh Noi - The Little Thaiger',(480) 941-7210,'7150 E Thomas Rd',1,"'Asian Fusion,Thai'"
2410,'Wildflower - Crown',(602) 883-4768,'5813 N 7th St',2,''
2411,'EVO',(480) 265-9814,'4175 N Goldwater Blvd',1,"'Italian,Lounges'"
2412,'La Piñata',(602) 279-1763,'5521 N 7th Ave',1,"'Mexican,Desserts,Bars'"
2413,'Modern Market Eatery',(480) 462-2102,'4901 E Ray Rd',1,"'Sandwiches,Breakfast & Brunch,Salad'"
2414,'Zesty Zzeeks Pizza and Wings',(480) 685-9888,'3139 S Mill Ave',1,'Pizza'
2415,'Mu Shu Asian Grill',(602) 277-9867,'1502 W Thomas Rd',1,"'Chinese,Asian Fusion'"
2416,'Thai Basil',(480) 968-9250,'403 W University Dr',1,'Thai'
2417,'Delux',(602) 522-2288,'3146 E Camelback Rd',1,"'Bars,Sushi Bars,American (Traditional)'"
2418,'SumoMaya',(480) 397-9520,'6560 N Scottsdale Rd',1,"'Mexican,Asian Fusion'"
2419,'Pizzeria Bianco',(602) 258-8300,'623 E Adams St',1,"'Pizza,Salad,Tapas/Small Plates'"
2420,'Merci French Cafe & Patisserie',(480) 947-2777,'7620 E Indian School Rd',1,"'Cafes,Breakfast & Brunch,French'"
2421,'The Peppersauce Cafe',(602) 438-6602,'3937 E Anne St',1,"'American (Traditional),Breakfast & Brunch'"
2422,'AZ88',(480) 994-5576,'7353 E Scottsdale Mall',1,"'American (Traditional),Lounges,Chicken Wings'"
2423,'Las 15 Salsas',(602) 870-2056,'722 W Hatcher Rd',1,'Mexican'
2424,'Los Taquitos',(602) 371-0111,'7000 N 16th St',1,'Tacos'
2425,'Fresh Millions Restaurant',(480) 785-1000,'6140 W Chandler Blvd',1,"'Sandwiches,Noodles,Wraps'"
2426,'Cartel Coffee Lab',(480) 621-6381,'7124 E 5th Ave',1,"'Coffee & Tea,Breakfast & Brunch'"
2427,'Roma Garden Ristorante',(602) 788-5466,'3923 E Thunderbird Rd',1,'Italian'
2428,"'Snooze, An A.M. Eatery'",(480) 893-7638,'4901 E Ray Rd',1,"'Breakfast & Brunch,Coffee & Tea,Sandwiches'"
2429,'The Blind Pig',(480) 994-1055,'3370 N Hayden Rd',1,"'Mexican,Bars'"
2430,'Gadzooks Enchiladas and Soup',(602) 279-5080,'4031 E Camelback Rd',1,"'Mexican,Breakfast & Brunch,Soup'"
2431,'Squarz Bakery & Cafe',(602) 935-7520,'13802 N Scottsdale Rd',2,''
2432,'Helton Brewing Company',(602) 730-2739,'2144 E Indian School Rd',1,"'Breweries,American (New),Venues & Event Spaces'"
2433,'Nogales Hot Dogs',(602) 527-0208,'1945 E Indian School Rd',1,'Hot Dogs'
2434,'Habanero’s',(480) 991-9211,'10392 N Scottsdale Rd',1,'Mexican'
2435,'Oregano’s Pizza Bistro',(480) 970-1860,'3102 N Scottsdale Rd',1,"'Pizza,Italian'"
2436,'il Capo Pizzeria',(480) 951-0077,'7366 E Shea Blvd',1,"'Pizza,Italian,Wine Bars'"
2437,'Pho Thanh',(602) 242-1979,'1702 W Camelback Rd',1,"'Vietnamese,Soup,Sandwiches'"
2438,'Khyber Halal',(602) 954-5290,'4030 N 24th St',1,"'Afghan,Pakistani,Indian'"
2439,'Authentic Thai Kitchen',(602) 277-5065,'4500 N 12th St',1,'Thai'
2440,'El Caprichoso',(602) 561-3723,'9444 N 19th Ave',1,"'Street Vendors,Hot Dogs'"
2441,'Don’s NY Pizza',(623) 337-5272,'9971 W Camelback Rd',1,'Pizza'
2442,'Mi Vegana Madre Restaurant',(623) 934-0358,'5835 W Palmaire Ave',1,"'Mexican,Vegan'"
2443,'Huss Brewing Company - Uptown Taproom',(602) 441-4677,'100 E Camelback Rd',1,"'Breweries,Gastropubs'"
2444,'Fresh Mint',(480) 443-2556,'13802 N Scottsdale Rd',1,"'Vegan,Vegetarian,Kosher'"
2445,'Lou Malnati’s Pizzeria',(602) 892-9998,'100 E Camelback Rd',1,"'Pizza,Italian'"
2446,'Michelina’s',(602) 996-8977,'3241 E Shea Blvd',1,'Italian'
2447,'Los Taquitos',(480) 753-4370,'4747 E Elliot Rd',1,"'Mexican,Breakfast & Brunch'"
2448,'Las Glorias Grill Mexican Food',(602) 726-4198,'7835 N 19th Ave',1,"'Mexican,Bars,Seafood'"
2449,'Grimaldi’s Pizzeria',(480) 994-1100,'4000 N Scottsdale Rd',1,'Pizza'
2450,'Randy’s Restaurant & Ice Cream',(480) 941-8419,'7904 E Chaparral Rd',1,"'Diners,Breakfast & Brunch,American (New)'"
2451,'Bandera',(480) 994-3524,'3821 N Scottsdale Rd',1,'American (New)'
2452,'Detroit Coney Grill',(602) 253-0292,'16 W Adams St',1,"'Hot Dogs,American (New),Burgers'"
2453,'Angry Crab Shack',(602) 956-3088,'2808 E Indian School Rd',1,"'Cajun/Creole,Seafood,Barbeque'"
2454,'Bri',(602) 595-8635,'2221 N 7th St',1,"'Tapas/Small Plates,Cocktail Bars'"
2455,'Wildflower',(602) 275-6000,'3800 E Sky Harbor Blvd',1,"'Coffee & Tea,Bakeries,Breakfast & Brunch'"
2456,'Restaurant Huauchinangos Mexican Food',(480) 835-2054,'1620 W University Dr',1,'Mexican'
2457,'Blazin Mongolian BBQ',(602) 358-7608,'9620 N Metro Pkwy W',1,"'Mongolian,Barbeque,Asian Fusion'"
2458,'TEXAZ Grill',(602) 248-7827,'6003 N 16th St',1,"'Steakhouses,Desserts,Barbeque'"
2459,'China Magic Noodle House',(480) 786-8002,'2015 N Dobson Rd',1,"'Chinese,Noodles'"
2460,'Cheese N Stuff',(602) 457-7598,'5042 N Central Ave',1,"'Delis,Sandwiches,Cheese Shops'"
2461,'YC’s Mongolian Grill',(480) 777-2929,'752 W Elliot Rd',1,"'Chinese,Mongolian,Vegan'"
2462,'Pieology Pizzeria',(480) 963-3499,'3450 W Chandler Blvd',1,"'Pizza,Vegan,Gluten-Free'"
2463,'Beckett’s Table',(602) 954-1700,'3717 E Indian School Rd',1,'American (New)'
2464,'The Fry Bread House',(602) 351-2345,'4545 N 7th Ave',1,"'American (Traditional),Mexican'"
2465,'Salazar Bros Mexican Food',(480) 839-4474,'926 E Guadalupe Rd',1,'Mexican'
2466,'Joyride Taco House',(602) 274-8226,'5202 N Central Ave',1,'Tacos'
2467,'Taco Guild',(602) 264-4143,'546 E Osborn Rd',1,"'Bars,Tacos,Salad'"
2468,'Mi Pueblo',(602) 870-2953,'9620 N Metro Pkwy W',1,"'Mexican,Diners,Breakfast & Brunch'"
2469,'Blanco Tacos + Tequila',(602) 429-8000,'2502 E Camelback Rd',1,"'Mexican,Vegetarian'"
2470,'Oregano’s Pizza Bistro',(480) 858-0501,'523 W University Dr',1,"'Pizza,Italian'"
2471,'The Arrogant Butcher',(602) 324-8502,'2 E Jefferson St',1,"'American (New),Gastropubs,Seafood'"
2472,'Black Cat Coffee House',(602) 553-2228,'4730 E Indian School Rd',1,"'Coffee & Tea,Internet Cafes,Sandwiches'"
2473,'Word of Mouth Grill',(480) 621-6247,'7660 S McClintock Dr',1,"'Barbeque,Smokehouse'"
2474,'Julio’s Too',(480) 423-1500,'7305 E Camelback Rd',1,"'Mexican,Cocktail Bars'"
2475,'Bosa Donuts',(480) 990-1398,'7444 E Mcdowell Rd',1,"'Donuts,Breakfast & Brunch'"
2476,'Byblos Restaurant',(480) 894-1945,'3332 S Mill Ave',1,"'Middle Eastern,Mediterranean,Greek'"
2477,'Firebirds Wood Fired Grill',(480) 814-8003,'3435 W Chandler Blvd',1,"'Seafood,Steakhouses,Wine Bars'"
2478,'Maskadores Taco Shop',(602) 870-3181,'1810 West Northern Ave A2A',1,'Tacos'
2479,'Lunch Time Cafe',(602) 484-7116,'3330 N 35th Ave',1,'Cafes'
2480,'Drunken Tiger',(480) 755-7555,'1954 S Dobson Rd',1,"'Karaoke,Korean'"
2481,'Rolando’s Mexican Food',(602) 439-5424,'10639 N 35th Ave',1,'Mexican'
2482,'Pomo',(480) 998-1366,'8977 N Scottsdale Rd',1,"'Pizza,Italian'"
2483,'Cornish Pasty',(602) 374-8500,'7 W Monroe St',1,"'Pubs,British'"
2484,'Ristorante Giuseppe',(480) 991-4792,'13610 N Scottsdale Rd',1,'Italian'
2485,'The Gelato Spot',(480) 425-8100,'4166 N Scottsdale Rd',1,"'Pizza,Gelato,Sandwiches'"
2486,'Sasaki Sushi & Bar',(480) 659-9023,'7373 E Scottsdale Mall',1,"'Sushi Bars,Japanese,Cocktail Bars'"
2487,'Cheba Hut Toasted Subs',(602) 281-6689,'825 N 7th St',1,'Sandwiches'
2488,'Tott’s Asian Diner',(480) 897-7928,'4030 W Ray Rd',1,"'Chinese,Asian Fusion'"
2489,'Spartan Pita & Gyro',(602) 956-1996,'4502 E Thomas Rd',1,"'Mediterranean,Greek'"
2490,'Rehab Burger Therapy',(480) 773-7307,'21 E 6th St',1,"'Burgers,Bars,American (New)'"
2491,'Charleston’s',(480) 961-9434,'1040 N 54th St',1,"'Steakhouses,American (Traditional)'"
2492,'Tony’s Italian Delicatessen',(602) 944-5952,'536 E Dunlap Ave',1,"'Delis,Sandwiches,Grocery'"
2493,'ThaiTini',(480) 517-9544,'925 E Apache Blvd',1,'Thai'
2494,'Topgolf',(480) 240-2402,'9500 Talking Stick Way',1,"'Golf,American (New),Sports Bars'"
2495,'MOD Pizza',(602) 314-8166,'2020 E Elliot Rd',1,"'Pizza,Fast Food'"
2496,'BoSa Donuts',(623) 334-0506,'7446 W Cactus Rd',1,"'Donuts,Sandwiches,Juice Bars & Smoothies'"
2497,'Pozoleria Mexican Food',(602) 914-2242,'2801 E Van Buren St',1,'Mexican'
2498,'DOZO Izakaya',(480) 785-4938,'440 W Warner Rd',1,"'Sushi Bars,Ramen'"
2499,'Wok ‘N Roll Chinese-Sushi-SW Asian',(480) 427-2526,'4412 N Miller Rd',1,"'Sushi Bars,Japanese,Bars'"
2500,'Cafe Cultivate',(602) 695-7283,'5025 E Washington St',2,''
2501,'McKenzie’s Midtown Tavern',(602) 368-5493,'4531 N 7th St',1,"'Sports Bars,American (Traditional),Chicken Wings'"
2502,'Sierra Bonita Grill',(602) 264-0700,'6933 N 7th St',1,"'American (Traditional),Bars,Venues & Event Spaces'"
2503,'Oregano’s Pizza Bistro',(480) 348-0500,'7215 E Shea Blvd',1,"'Pizza,Italian'"
2504,'Hana Japanese Eatery',(602) 973-1238,'5524 N 7th Ave',1,"'Sushi Bars,Japanese'"
2505,'Barrio Café',(602) 636-0240,'2814 N 16th St',1,"'Mexican,Cafes'"
2506,'ATL Wings',(602) 275-9464,'3923 E Thomas Rd',1,'Chicken Wings'
2507,'La Bocca Urban Pizzeria + Wine Bar',(480) 219-9510,'699 S Mill Ave',1,"'Pizza,Wine Bars,Mediterranean'"
2508,'Tacos Toro Negro',(602) 814-2762,'7910 N 59th Ave',1,'Mexican'
2509,'Kaleidoscope Juice',(602) 441-3127,'1 N 1st St',1,"'Coffee & Tea,Juice Bars & Smoothies,Sandwiches'"
2510,'First Watch',(602) 265-2092,'61 W Thomas Rd',1,"'Breakfast & Brunch,Cafes,American (Traditional)'"
2511,'Smokin Fins',(480) 508-5971,'900 N 54th St',1,"'Seafood,Sushi Bars,Mexican'"
2512,'Blossom Asian Cuisine',(623) 478-8870,'8350 W Lower Buckeye Rd',1,'Chinese'
2513,'Bosa Donuts',(602) 955-5575,'3722 E Indian School Rd',1,"'Donuts,Breakfast & Brunch,Bubble Tea'"
2514,'Otro Cafe',(602) 266-0831,'6035 N 7th St',1,"'Mexican,Cafes'"
2515,'Tru Burger',(602) 253-6769,'2535 N Central Ave',2,''
2516,'Elly’s Brunch & Cafe',(602) 603-9600,'100 E Camelback Rd',1,"'Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies'"
2517,'Habanero’s Mexican Grill',(602) 253-0200,'620 E Roosevelt St',1,"'Mexican,Bars,Breakfast & Brunch'"
2518,'US Egg',(480) 831-0070,'131 E Baseline Rd',1,"'Breakfast & Brunch,Gluten-Free'"
2519,'Luci’s at the Orchard',(602) 633-2442,'7100 N 12th St',1,"'Breakfast & Brunch,Coffee & Tea,Sandwiches'"
2520,'Wildflower',(602) 850-8585,'4290 E Indian School Rd',1,"'Breakfast & Brunch,Bakeries,Sandwiches'"
2521,'Breakfast Club- Scottsdale',(480) 222-2582,'4400 N Scottsdale Rd',1,"'Breakfast & Brunch,Coffee & Tea,Sandwiches'"
2522,'The Lounge',(602) 870-4122,'9832 N 7th St',1,"'Lounges,American (New),Music Venues'"
2523,'US Egg Restaurant',(480) 443-5558,'7119 E Shea Blvd',1,"'Breakfast & Brunch,Sandwiches'"
2524,'Angry Crab Shack & BBQ',(602) 544-8209,'3820 E Ray Rd',1,"'Seafood,Barbeque,Cajun/Creole'"
2525,'Cheba Hut Toasted Subs',(623) 934-3867,'5925 W Olive Ave',1,'Sandwiches'
2526,'North Mountain Brewing Company',(602) 861-5999,'522 E Dunlap Ave',1,"'Gastropubs,Breweries'"
2527,'TŪK Urban Kafé',(480) 568-4885,'15815 S 50th St',1,"'Cafes,Wine Bars,Breakfast & Brunch'"
2528,'The Prime Chinese Restaurant',(602) 274-7219,'24 W Camelback Rd',1,'Chinese'
2529,'Rokerij',(602) 287-8900,'6335 N 16th St',1,"'Seafood,Steakhouses,New Mexican Cuisine'"
2530,'Oregano’s Pizza Bistro',(480) 966-0401,'1475 W Elliot Rd',1,"'Pizza,Italian'"
2531,'Chick-fil-A',(602) 264-4450,'1601 E Camelback Rd',1,'Fast Food'
2532,'Fair Trade Cafe',(602) 354-8150,'1020 N 1st Ave',1,"'Coffee & Tea,Ice Cream & Frozen Yogurt,Cafes'"
2533,'Curry & Scoop',(480) 838-0200,'1805 E Elliot Rd',1,"'Ice Cream & Frozen Yogurt,Indian'"
2534,'Chen’s Noodle House',(480) 912-2773,'1043 E Lemon St',1,"'Noodles,Kebab,Hot Pot'"
2535,'Porkopolis',(480) 284-7778,'10392 N Scottsdale Rd',1,'Barbeque'
2536,'Scotti’s Market & Eatery',(480) 361-8117,'1730 E Warner Rd',1,"'Delis,Italian,Hot Dogs'"
2537,'Gracie’s Tax Bar',(602) 366-0111,'711 N 7th Ave',1,"'Bars,Diners,Fast Food'"
2538,'St. Francis Restaurant',(602) 200-8111,'111 E Camelback Rd',1,'American (New)'
2539,'Toh Zan Nagasaki Grill',(480) 668-6688,'2120 W Southern Ave',1,'Japanese'
2540,'Va Bene Italian Restaurant - Martini & Wine Bar',(480) 706-4070,'4647 E Chandler Blvd',1,"'Italian,Wine Bars'"
2541,'Sawtooth Bar & Grill',(480) 753-4772,'4929 W Ray Rd',1,"'Bars,Karaoke,Chicken Wings'"
2542,'Star of India',(480) 706-1700,'4025 E Chandler Blvd',1,"'Indian,Pakistani,Buffets'"
2543,'Guido’s Chicago Meat & Deli',(480) 951-0636,'10893 N Scottsdale Rd',1,"'Delis,Italian,Pizza'"
2544,'El Norteño',(602) 254-4629,'1002 N 7th Ave',1,'Mexican'
2545,'The Original Carolina’s Mexican Food',(602) 252-1503,'1202 E Mohave St',1,'Mexican'
2546,'Lo-Lo’s Chicken & Waffles',(602) 340-1304,'1220 S Central Ave',1,"'Southern,Soul Food,Waffles'"
2547,'OPA Life Greek Cafe',(480) 292-8180,'227 E Baseline Rd',1,"'Coffee & Tea,Greek'"
2548,'Tratto',(602) 296-7761,'4743 N 20th St',1,"'Italian,Cocktail Bars'"
2549,'Social Hall',(480) 747-3851,'715 S Mcclintock Dr',1,"'Bars,Venues & Event Spaces,American (New)'"
2550,'The Attic Ale House',(602) 955-1967,'4247 E Indian School Rd',1,"'Gastropubs,Bars,Beer Gardens'"
2551,'Olives Mediterranean Grill',(602) 462-5327,'4575 E Cactus Rd',1,"'Mediterranean,Middle Eastern,Vegetarian'"
2552,'Siamese Kitchen',(623) 931-3229,'4352 W Olive Ave',1,'Thai'
2553,'R.Kidd’s Pizza & Wings',(602) 841-4444,'3415 W Glendale Ave',1,"'Pizza,Chicken Wings'"
2554,'La’s Thai Cuisine',(480) 990-0388,'1495 N Hayden Rd',1,'Thai'
2555,'Iron Chef',(602) 765-3888,'10810 N Tatum Blvd',1,"'Japanese,Chinese,Sushi Bars'"
2556,'Bourbon & Bones',(480) 629-4922,'4200 N Scottsdale Rd',1,"'Steakhouses,Bars,American (New)'"
2557,'Pho Winglee',(480) 668-1060,'111 S Dobson Rd',1,'Vietnamese'
2558,'Maskadores Taco shop',(602) 944-4446,'9822 N 7th St',1,'Mexican'
2559,'Pizza by Napoli',(602) 863-1881,'3425 W Thunderbird Rd',1,"'Pizza,Italian'"
2560,'24 Carrots Juice Bar & Cafe',(480) 753-4411,'1701 E Guadalupe Rd',1,"'Vegan,Vegetarian,Cafes'"
2561,'The Stand',(602) 314-5259,'3538 E Indian School Rd',1,'Burgers'
2562,'Restaurant Atoyac Estilo Oaxaca',(602) 246-1111,'1830 W Glendale Ave',1,'Mexican'
2563,'The Herb Box',(480) 289-6160,'7051 E 5th Ave',1,"'American (New),Coffee & Tea,Breakfast & Brunch'"
2564,'The Baked Bear',(480) 998-1945,'7366 E Shea Blvd',1,"'Desserts,Ice Cream & Frozen Yogurt,Sandwiches'"
2565,'Ronnie’s Cafe',(602) 548-5857,'4323 W Cactus Rd',1,'Breakfast & Brunch'
2566,'Fleming’s Prime Steakhouse - Peoria',(623) 772-9463,'9712 W Northern Ave',1,"'Steakhouses,Wine Bars'"
2567,'Ted’s Hot Dogs',(480) 968-6678,'1755 E Broadway Rd',1,"'Hot Dogs,Gluten-Free,Burgers'"
2568,'Gallo Blanco',(602) 327-0880,'928 E Pierce St',1,'Mexican'
2569,'Morning Glory Cafe',(602) 276-8804,'6106 S 32nd St',1,"'Breakfast & Brunch,Coffee & Tea,American (New)'"
2570,'Isa’s Pizza',(602) 938-7492,'777 E Thunderbird Rd',1,"'Pizza,Salad,Italian'"
2571,'The Market',(602) 626-5050,'3603 E Indian School Rd',1,"'American (New),Bars'"
2572,'Bp Street Cafe',(480) 268-7331,'1845 E Broadway Rd',1,'Malaysian'
2573,'P.A.K Crepes & Coffee',(623) 849-8285,'7540 W Indian School Rd',1,"'Creperies,Coffee & Tea,Ice Cream & Frozen Yogurt'"
2574,'Sweet Cream Donuts',(623) 936-1007,'7435 W Lower Buckeye Rd',1,"'Donuts,Sandwiches'"
2575,'My Mother’s Restaurant',(602) 279-7225,'4130 N 19th Ave',1,"'Pizza,Desserts,Sandwiches'"
2576,'Fired Pie',(602) 266-1490,'3110 N Central Ave',1,"'Salad,Pizza,Italian'"
2577,'Pita Bistro',(602) 795-9779,'4740 S 48th St',1,"'Mediterranean,Juice Bars & Smoothies,Salad'"
2578,'Wessen Int’l Kitchen',(602) 344-9091,'1946 E University Dr',1,"'Middle Eastern,Mediterranean,Arabian'"
2579,'Ramen Dozo',(480) 686-8086,'3415 S McClintock Dr',1,"'Ramen,Sushi Bars,Beer Bar'"
2580,'Moe’s Burgers',(623) 915-9993,'5713 W Glendale Ave',1,'Burgers'
2581,'Cha Da Thai',(480) 391-8900,'8989 E Via Linda',1,'Thai'
2582,'Ranch House Grille',(480) 946-1290,'5618 E Thomas Rd',1,"'American (Traditional),Breakfast & Brunch,Comfort Food'"
2583,'Opa Life Greek Cafe',(623) 242-8338,'9404 Westgate Blvd',1,"'Greek,Cafes,Mediterranean'"
2584,'Noodles Ranch',(480) 945-3182,'2765 N Scottsdale Rd',1,'Vietnamese'
2585,'Po Chicken',(480) 584-3688,'1933 W Main St',1,"'Korean,Chicken Shop,Hot Pot'"
2586,'Houston’s Restaurant',(480) 922-7775,'6113 N Scottsdale Rd',1,"'American (New),Steakhouses,American (Traditional)'"
2587,'Casey Moore’s Oyster House',(480) 968-9935,'850 S Ash Ave',1,"'Seafood,Pubs,Irish'"
2588,'Chez Vous',(480) 443-2575,'8787 N Scottsdale Rd',1,"'Creperies,French,Breakfast & Brunch'"
2589,'Carlsbad Tavern',(480) 970-8164,'3313 N Hayden Rd',1,"'Breakfast & Brunch,New Mexican Cuisine'"
2590,'Akaihana Sushi & Grill',(602) 864-9202,'8041 N Black Canyon Hwy',1,"'Sushi Bars,Japanese'"
2591,'Fellow Osteria',(480) 207-1864,'1455 N Scottsdale Rd',1,"'Italian,Cocktail Bars,Wine Bars'"
2592,'Pita Kabob Grill',(623) 322-1185,'13971 North 59th Ave',1,"'Mediterranean,Sandwiches'"
2593,'Thai Basil',(480) 557-0101,'1111 S Rural Rd',1,'Thai'
2594,'Harvey’s Wineburger',(602) 248-9950,'4812 N 16th St',1,"'Burgers,Chicken Wings,Sports Bars'"
2595,'Don & Charlie’s',(480) 990-0900,'7501 E Camelback Rd',1,"'American (Traditional),Comfort Food'"
2596,'Paul Martin’s American Grill',(480) 991-9342,'6186 N Scottsdale Rd',1,"'American (New),Seafood,Steakhouses'"
2597,'The Keg Steakhouse + Bar - Tempe',(480) 557-5552,'23 S McClintock Dr',1,"'Steakhouses,Seafood,Bars'"
2598,'La Hacienda',(480) 878-5659,'2051 W Chandler Blvd',1,"'Mexican,Bars'"
2599,'Pitch',(480) 272-7500,'6350 E Thomas Rd',1,"'Pizza,Italian'"
2600,'Kitchen18',(480) 284-6001,'10211 N Scottsdale Rd',1,"'Mediterranean,Kosher,Middle Eastern'"
2601,'Joe’s Tacos',(623) 206-3976,'7410 W Olive Ave',1,'Tacos'
2602,'The Bodhi',(480) 699-0409,'521 S College Ave',1,"'Breakfast & Brunch,Vegetarian,Juice Bars & Smoothies'"
2603,'Pasta Brioni',(480) 994-0028,'4416 N Miller Rd',1,"'Italian,Wine Bars,Pizza'"
2604,'Sakana Sushi & Grill',(480) 609-3850,'6989 N Hayden Rd',1,"'Japanese,Sushi Bars'"
2605,'Roy’s Restaurant',(480) 705-7697,'7151 W Ray Rd',1,"'Seafood,Steakhouses,Sushi Bars'"
2606,'AZ Bread',(480) 831-1300,'315 W Elliot Rd',1,"'Breakfast & Brunch,Sandwiches'"
2607,'Sushi Roku',(480) 970-2121,'7277 E Camelback Rd',1,"'Sushi Bars,Japanese,Lounges'"
2608,'Los Reyes De La Torta',(480) 491-1314,'1528 E Southern Ave',1,'Mexican'
2609,'Persian Garden Cafe',(602) 263-1915,'1335 W Thomas Rd',1,"'Vegetarian,Mediterranean,Persian/Iranian'"
2610,'Urbanh Cafe',(480) 248-6859,'2015 North Dobson Rd',1,"'Vietnamese,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt'"
2611,'Blanco Tacos + Tequila',(480) 305-6692,'6166 N Scottsdale Rd',1,'Mexican'
2612,'Babbo Italian Eatery',(602) 279-1500,'6855 N 16th St',1,"'Pizza,Italian'"
2613,'Bevvy Uptown',(602) 568-0155,'5600 N 7th St',1,"'Sports Bars,Gastropubs,Burgers'"
2614,'Pokitrition - Sushi Burritos & Poke',(602) 824-8512,'4811 N 16th St',1,"'Poke,Salad,Sushi Bars'"
2615,'The larder + the delta',(480) 409-8520,'200 W Portland St',1,"'American (New),Southern,Seafood'"
2616,'Cheba Hut Toasted Subs',(480) 275-5918,'4905 E Ray Rd',1,"'Sandwiches,American (New),Delis'"
2617,'JOJO Coffeehouse',(480) 907-6100,'3712 N Scottsdale Rd',1,"'Coffee & Tea,Breakfast & Brunch,American (Traditional)'"
2618,'MOD Pizza',(602) 314-8297,'10893 N Scottsdale Rd',1,"'Pizza,Fast Food'"
2619,'Jin Shabu',(602) 396-2988,'2055 N Dobson Rd',1,"'Japanese,Hot Pot,Korean'"
2620,'Scramble',(480) 404-7264,'6590 N Scottsdale Rd',1,"'Breakfast & Brunch,Vegan,Gluten-Free'"
2621,'Steve’s Espresso',(480) 777-5373,'1801 E Baseline Rd',1,"'Coffee & Tea,Bars,Breakfast & Brunch'"
2622,'Asian Corner Cafe',(480) 899-9967,'1940 W Chandler Blvd',1,"'Asian Fusion,Thai,Chinese'"
2623,'D’Lite Healthy On The Go',(602) 368-9445,'3214 E Indian School Rd',1,"'Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies'"
2624,'Mucho Macho Taco',(602) 277-8226,'5341 N 7th Ave',1,'Mexican'
2625,'Sushi Yuki',(623) 334-2353,'8345 W Thunderbird Rd',1,"'Sushi Bars,Japanese'"
2626,'Cien Agaves Tacos & Tequila - Old Town Scottsdale',(480) 970-9002,'7228 E 1st Ave',1,"'Mexican,Venues & Event Spaces,Cocktail Bars'"
2627,'JJ’s Louisiana BBQ',(623) 396-1727,'5601 W Glendale Ave',1,"'Food Trucks,Barbeque'"
2628,'Sushi Sen',(480) 483-7000,'7001 N Scottsdale Rd',1,"'Sushi Bars,Ramen'"
2629,'Yucca Tap Room',(480) 967-4777,'29 W Southern Ave',1,"'Music Venues,Dive Bars,Asian Fusion'"
2630,'Farm & Craft',(480) 568-8980,'4302 N Scottsdale Rd',1,"'American (New),Breakfast & Brunch,Cocktail Bars'"
2631,'The Dhaba',(480) 446-2824,'1872 E Apache Blvd',1,'Indian'
2632,'Wrights at The Arizona Biltmore',(602) 954-2507,'2400 E Missouri Ave',1,"'American (New),Breakfast & Brunch'"
2633,'Gojo Ethiopian Restaurant',(602) 840-3411,'3015 E Thomas Rd',1,"'Ethiopian,Desserts,Beverage Store'"
2634,'The Vig Fillmore',(602) 254-2242,'606 N 4th Ave',1,"'American (New),American (Traditional),Breakfast & Brunch'"
2635,'Liyuen',(602) 238-9688,'1602 S 7th Ave',1,'Chinese'
