Address,CostRange,Cuisine,Name,PhoneNumber,ZipCode
"4051 Covington Hwy, Decatur",1,"Caribbean,Desserts",Thomas Bakery,(404) 284-8421,30032
"5075 Oakbrook Pkwy, Norcross",1,"Burger,Fast Food",BB's Wings,(678) 879-8900,30093
"215 Peachtree Street NE, Downtown, Atlanta",3,"American,Burger",Hard Rock Cafe,(404) 688-7625,30303
"848 Peachtree Street NE, Midtown",3,Bar Food,Gordon Biersch,(404) 870-0805,30308
1916 East Camelback Road,2,"Italian,Pizza",The Parlor Pizzeria,(602) 248-2480,85016
"9120 North Central Avenue, Sunnyslope/North Mountain, Phoenix",1,"Mexican,Southwestern",Via De Los Santos Mexican Cafe,(602) 997-6239,85020
"9230 North 7th Street, Sunnyslope/North Mountain, Phoenix",1,Mexican,Los Reyes de la Torta,(602) 870-2967,85020
"3939 East Campbell Avenue, Biltmore/Arcadia, Phoenix",2,"Italian,Sandwich",Postino Arcadia,(602) 852-3939,85018
"116 East Garfield Street, Downtown, Phoenix",1,"American,Diner",Matt's Big Breakfast,(602) 254-1074,85004
"603 North 5th Avenue, Downtown, Phoenix",2,"Italian,Pizza,Sandwich",Cibo,(602) 441-2697,85003
"2502 East Camelback Road, Ste 135",2,"Healthy Food,Vegetarian",True Food Kitchen,(602) 774-3488,85016
"15414 North 19th Avenue, Deer Valley, Phoenix",2,"Caribbean,Chinese,Mexican",Chino Bandido,(602) 375-3639,85023
"4410 North 40th Street, Biltmore/Arcadia, Phoenix",2,"Cafe,Sandwich,Sushi",La Grande Orange Grocery,(602) 840-7777,85018
907 North 14th Street,1,Mexican,Rito's Mexican Food- Phoenix,(602) 262-9842,85006
"5040 North 40th Street, Biltmore/Arcadia, Phoenix",3,"Southwestern,Bar Food",Chelsea's Kitchen,(602) 957-2555,85018
"2650 East Camelback Road, Biltmore/Arcadia, Phoenix",3,"American,Sushi",Hillstone,(602) 957-9700,85016
"3146 East Camelback Road, Biltmore/Arcadia, Phoenix",2,Burger,Delux Burger,(602) 522-2288,85016
11051 North. Black Canyon Hwy,3,"Seafood,Cajun",Pappadeaux Seafood Kitchen,(602) 331-3434,85029
"1202 East Mohave Street, Downtown, Phoenix",1,"Mexican,Southwestern",Carolina's Mexican Food,(602) 252-1503,85034
"3202 East Washington Street, East Phoenix, Phoenix",1,"Fish and Chips,British",Knock Kneed Lobster,(602) 273-1068,85034
"23425 North 39th Drive, Deer Valley, Phoenix",1,"Italian,Pizza",Jo Jo's Pizza & Family Restaurant,(623) 516-7770,85310
"3126 West Indian School Road, Midtown, Phoenix",1,"Italian,Pizza,Sandwich",Angie & Jimmie's Italian Pizza,(602) 246-7833,85017
"4747 East Bell Road, Northeast Phoenix, Phoenix",1,"Chinese,Asian",Wang's Express,(602) 992-8939,85032
"2814 North 16th Street, Midtown, Phoenix",3,Mexican,Barrio Cafe,(602) 636-0240,85006
8501 North 27th Avenue,3,"BBQ,Steak",Bobby Q,(602) 995-5982,85051
"4740 E. Warner Rd, Phoenix",1,"American,Breakfast,Sandwich",Hillside Spot,(480) 705-7768,85044
"4206 E Chandler Blvd, Phoenix",2,"Japanese,Sushi",Sushi Ken,(480) 706-7060,85048
"4400 North Central Avenue, Midtown, Phoenix",2,"Coffee and Tea,Sandwich",Lux Central,(602) 696-9976,85013
"5223 North Central Avenue, Phoenix",2,American,Windsor,(602) 279-1111,85012
1008 East Camelback Road.,2,"Italian,Pizza,Healthy Food",Oregano's Pizza Bistro,(602) 241-0707,85014
9832 North 7th Street,1,"Breakfast,Sandwich",Scramble,(602) 374-2294,85020
"1919 North 16th Street, Midtown, Phoenix",1,"Mexican,Taco",La Santisima Gourmet Taco Shop,(602) 254-6330,85006
"6933 North 7th Street, Midtown, Phoenix",3,"American,Mexican,Southwestern",Sierra Bonita Grill,(602) 264-0700,85014
"4710 E Warner Road, Phoenix",2,"Italian,Pizza",Nello's Pizza,(480) 893-8930,85044
"4025 East Chandler Boulevard, Ahwatukee, Phoenix",2,"Desserts,Juices,Healthy Food",Pomegranate Cafe,(480) 706-7472,85048
"5171 West Bell Road, Deer Valley, Phoenix",1,"American,Diner",Mike & Ronda's The Place,(602) 896-9929,85308
"623 East Adams Street, Downtown, Phoenix",2,"Pizza,Italian,Healthy Food",Pizzeria Bianco,(602) 258-8300,85004
"1220 South Central Avenue, Downtown, Phoenix",2,"Southern,American",Lo-Lo's Chicken & Waffles,(602) 340-1304,85004
"4747 E Elliot Rd, Phoenix",1,"Breakfast,Mexican",Los Taquitos,(480) 753-4370,85044
"6335 North 16th Street, Phoenix",4,"European,Steak",Rokerij,(602) 287-8900,85016
"302 East Flower Street, Midtown, Phoenix",1,"Chinese,Asian",China Chili,(602) 266-4463,85012
"4647 E Chandler Blvd, Phoenix",2,"European,Italian",Va Bene Italian Cuisine,(480) 706-4070,85048
"1003 East Indian School Road, Midtown, Phoenix",1,Southwestern,The Fry Bread House,(602) 351-2345,85014
"4848 E Chandler Blvd, Phoenix",2,Pizza,Spinato's Pizza,(480) 961-0208,85048
"2602 W Deer Valley Rd, Phoenix",2,"Italian,Pizza,Seafood",Times Square Italian Restaurant & Pizzeria,(623) 582-8866,85027
"17037 North 43rd Avenue #A3, Deer Valley, Phoenix",2,"Japanese,Sushi",Yen Sushi & Sake Bar,(602) 978-9022,85308
"1702 West Camelback Road, Midtown, Phoenix",1,Vietnamese,Pho Thanh,(602) 242-1979,85015
"3646 E Ray Rd, Phoenix",2,"Italian,Pizza",Florencia Pizza Bistro,(480) 704-7404,85044
4949 East Elliot Road,1,"Breakfast,Mexican",Original Burrito Company,(480) 893-3857,85044
"3217 E Shea Blvd, Phoenix",1,"American,Pizza,Sandwich",Uncle Sam's,(602) 996-3511,85028
"4929 E Chandler Boulevard, Phoenix",2,"American,Sandwich",Capriotti's Sandwich Shop,(480) 753-4485,85048
"3215 E Indian School Rd, Phoenix",1,Chinese,Desert Jade,(602) 954-0048,85018
"9832 North 7th Street 4, Phoenix, AZ, Phoenix",2,"Italian,Pizza",Posto,(602) 870-4122,85020
2470 West Happy Valley Road,2,"Italian,Pizza",Sauce Pizza & Wine,(623) 414-4866,85085
"3646 E Ray Road, Phoenix",1,Chinese,Great Wok,(480) 706-5000,85044
"4232 E Chandler Blvd, Phoenix",2,"Asian,Chinese",Mr. Chao's Asia Bistro,(480) 759-2899,85048
"2603 North Central Avenue, Phoenix",2,"European,New American",Switch Restaurant & Wine Bar,(602) 264-2295,85004
"4041 N 40th St, Phoenix",2,"American,Bar Food",The Vig,(602) 553-7227,85018
139 West Thomas Road,1,"Pizza,Italian",Pinos Pizza Al Centro,(602) 279-3237,85013
8338 North 7th Street,1,Mexican,El Bravo Mexican Food,(602) 943-9753,85020
"3655 W Anthem Way #B127, Anthem",2,Thai,Dara Thai Cafe,(623) 551-6676,85086
"111 East Camelback Road, Midtown, Phoenix",3,"New American,Healthy Food",St. Francis,(602) 200-8111,85012
"108 East Pierce Street, Downtown, Phoenix",2,"Caribbean,Seafood",The Breadfruit,(602) 267-1266,85004
"3717 East Indian School Road, Biltmore/Arcadia, Phoenix",3,New American,Beckett's Table,(602) 954-1700,85018
"40 North 1st Street, Downtown, Phoenix",2,"Pizza,Sandwich",Hanny's,(602) 252-2285,85004
"6008 North 16th Street, Midtown, Phoenix",2,Southwestern,Dick's Hideaway,(602) 241-1881,85016
"3213 East Camelback Road, Biltmore/Arcadia, Phoenix",3,American,Tarbell's,(602) 955-8100,85018
"6003 North 16th Street, Phoenix",2,"American,Burger,Steak",TexAz Grill,(602) 248-7827,85016
"914 East Camelback Road, Phoenix",1,"Japanese,Italian,Sushi",Cherryblossom Noodle Cafe,(602) 248-9090,85014
"The Hermosa Inn, 5532 North Palo Cristi Road, Biltmore/Arcadia, Phoenix",4,"American,Southwestern",Lon's - The Hermosa Inn,(602) 955-7878,85253
"2631 North Central Avenue, Midtown, Phoenix",2,"Asian,Thai,Vegetarian",Wild Thaiger,(602) 241-8995,85004
"128 East Roosevelt Street, Downtown, Phoenix",2,"Mediterranean,Sandwich,Vegetarian",Carly's Bistro,(602) 262-2759,85004
"2310 East McDowell Road, East Phoenix, Phoenix",1,Mexican,Rosita's Place,(602) 244-9779,85006
"4730 East Indian School Road 123, Phoenix, AZ",1,Cafe,Over Easy,(602) 468-3447,85018
21050 North Tatum Boulevard,2,"Healthy Food,Diner,Sandwich",Tryst Cafe,,85050
"6335 North 16th Street, Phoenix",2,Southwestern,Richardson's Cuisine of New Mexico,(602) 265-5886,85016
"622 East Adams Street, Downtown, Phoenix",2,"Japanese,Sushi,Tea",Nobuo at Teeter House,(602) 254-0600,85004
"455 North 3rd Street, Downtown, Phoenix",2,"Mexican,Southwestern",Canyon Cafe,(602) 252-3545,85004
"14 East Pierce Street, Downtown, Phoenix",2,"American,Burger",Phoenix Public Market Cafe,(602) 253-2700,85004
"3930 East Camelback Road, Biltmore/Arcadia, Phoenix",4,Southwestern,Vincent on Camelback,(602) 224-0225,85018
"808 East Jefferson Street, Downtown, Phoenix",2,Southern,Mrs. White's Golden Rule Cafe,(602) 262-9256,85034
"4900 East Indian School Road, Phoenix",2,"American,Pub Food",OHSO Eatery + Nanobrewery,(602) 955-0358,85018
"5524 North 7th Avenue, Midtown, Phoenix",2,"Japanese,Sushi",Hana Japanese Eatery,(602) 973-1238,85013
"2245 North 12th Street, Midtown, Phoenix",2,New American,Tuck Shop,(602) 354-2980,85006
"1590 East Bethany Home Road, Midtown, Phoenix",2,"American,Coffee and Tea",Luci's Healthy Marketplace & Coffee Bar,(602) 773-1339,85014
"4221 E Chandler Blvd, Phoenix",2,Thai,Thai Basil,(480) 704-6013,85048
2502 East Camelback Road,3,"American,Healthy Food",Seasons 52,(602) 840-5252,85016
2502 East Camelback Road,4,"American,Seafood,Steak",The Capital Grille,(602) 952-8900,85016
501 East Camelback Road,1,Mexican,Two Hippies Beach House,(602) 277-0399,85012
"2041 North 7th Street, Phoenix",1,"Taco,Mexican",America's Taco Shop,(602) 682-5627,85006
21001 North Tatum Boulevard,3,"American,Sandwich",Yard House,(480) 563-9273,85050
"1825 W Deer Valley Rd, Phoenix",1,"Burger,Fast Food,Ice Cream",Culver's,(623) 580-4567,85027
"5816 North 16th Street, Madison",3,"American,Southwestern",Phoenix City Grille,(602) 266-3001,85016
"3749 E Indian School Rd, Phoenix",1,"American,Burger",Chicago Hamburger Co.,(602) 955-4137,85018
"5061 East Elliot Road, Ahwatukee, Phoenix",2,"Japanese,Seafood,Sushi",Sakana Sushi & Grill,(480) 598-0506,85044
"713 East Palo Verde Drive, Midtown, Phoenix",3,Latin American,Fuego Bistro,(602) 277-1151,85014
"4623 E Elliot Rd, Phoenix",1,"Breakfast,Sandwich",Biscuits,(480) 209-1850,85044
"2337 North 7th Street, Midtown, Phoenix",1,"American,Bar Food,Sandwich",The Main Ingredient Ale House & Cafe,(602) 843-6246,85006
"21001 N Tatum Blvd, Phoenix",1,"Burger,Fast Food",In-N-Out Burger,(800) 786-1000,85050
"10880 N 32nd St, Phoenix",1,Thai,Sala Thai,(602) 971-1293,85028
"7202 S Central Ave, Phoenix",1,Mexican,Poncho's Mexican Food,(602) 276-2437,85042
"4909 E Chandler Blvd, Phoenix",2,"Italian,Pizza",Bell' Italia Pizzeria,(480) 893-1233,85048
"4730 E Warner Rd, Phoenix",1,Chinese,Panda Garden,(480) 598-9018,85044
"4747 East Bell Road, Northeast Phoenix, Phoenix",1,"Greek,Mediterranean,Healthy Food,Middle Eastern",Saba's Mediterranean Cuisine,(602) 493-4831,85032
"5210 North Central Avenue, Midtown, Phoenix",2,"Pizza,Italian",Federal Pizza,(602) 795-2520,85012
"4022 E Greenway Rd, Phoenix",1,"American,Breakfast,Diner",40th Street Cafe,(602) 992-2511,85032
"7000 E Mayo Blvd, Phoenix",1,"Fast Food,Vegetarian,Vietnamese",Tea Light Café,(480) 538-1600,85054
"1515 West Deer Valley Road Suite B102, Deer Valley, Phoenix",2,"American,BBQ",Pork on a Fork BBQ Grill,(623) 434-1794,85027
"4316 E Cactus Rd, Phoenix",2,"Japanese,Sushi",Yasu Sushi Bistro,(602) 787-9181,85032
"3233 E Chandler Blvd STE #6A, Phoenix",1,"Chinese,Fast Food",Pei Wok,(480) 706-1179,85048
7019 North 19th Avenue,1,"Italian,Pizza",Raffaeles Pizza,(602) 242-5117,85021
"2611 North Central Avenue, Midtown, Phoenix",4,"American,Seafood,Steak",Durant's,(602) 264-5967,85004
"7000 East Mayo Boulevard, Northeast Phoenix",2,"American,Desserts",White Chocolate Grill,(480) 563-3377,85054
"8646 South Central Avenue, Phoenix",2,Southwestern,Los Dos Molinos,(602) 243-9113,85042
"2502 East Camelback Road Suite 127, Biltmore Fashion Park",2,"American,Burger,Ice Cream",Zinburger,(602) 424-9500,85016
"4700 North Central Avenue, Midtown, Phoenix",2,"Hawaiian,Asian,New American,American",Hula's Modern Tiki,(602) 265-8454,85012
"4001 East Bell Road 102, Phoenix, Phoenix",1,"Burger,Sandwich",Paradise Valley Burger Company,(602) 535-4930,85032
"1830 S Central Ave, Phoenix",2,Mexican,Comedor Guadalajara,(602) 253-8299,85004
"5037 South 24th Street Suite 3, South Mountain, Phoenix",1,BBQ,Texas BBQ House,(602) 343-6447,85040
"149 W McDowell Rd, Phoenix",1,"Desserts,Pizza,Sandwich",Hob Nobs Cafe & Spirits,(602) 253-9220,85003
20235 North Cave Creek Road,1,Vietnamese,Viet Kitchen,(602) 788-5535,85024
4025 East Chandler Boulevard old Ste 14,2,Indian,Star of India Fine Indian Cuisine,(480) 706-1700,85048
"2070 E Baseline Rd, Phoenix",1,"Asian,Chinese,Sushi",Sun Asian Kitchen,(602) 268-7708,85042
"1830 West Glendale Avenue, Midtown, Phoenix",1,Mexican,Restaurant Atoyac Estilo Oaxaca,(602) 246-1111,85021
"10810 N Tatum Blvd, Phoenix",2,Italian,Nick's,(602) 953-1110,85028
"2727 East Broadway, South Mountain, Phoenix",2,"Thai,Asian",Chanpen Thai Cusine,(602) 276-3778,85040
"906 E Camelback Rd, Phoenix",1,"British,Bar Food",Rosie McCaffrey's Irish Pub,(602) 241-1916,85014
"18 West Monroe Street, Downtown, Phoenix",1,"British,Sandwich,Bar Food",Seamus McCaffrey's Irish Pub,(602) 253-6081,85003
"JW Marriott Scottsdale Camelback Inn Resort & Spa, 5402 East Lincoln Drive, Scottsdale",3,"Mexican,Southwestern",Rita's Kitchen - JW Marriott Scottsdale Camelback...,(480) 948-1700,85253
"7000 E Mayo Blvd, Phoenix",2,Italian,Cafépino,(480) 513-7466,85054
"3508 North 7th Street, Suite 100, Phoenix",1,Coffee and Tea,Urban Beans,(602) 595-2244,85014
"3701 E Indian School Rd, Phoenix",1,"Tea,Coffee and Tea",Acacia Cafe,(602) 956-0908,85018
"2022 North 7th Street, Midtown, Phoenix",1,"Vegetarian,Healthy Food",Green,(602) 258-1870,85004
"522 East Dunlap Avenue, Sunnyslope/North Mountain, Phoenix",2,"American,Tapas",North Mountain Brewing Co,(602) 861-5999,85020
"12615 N Tatum Blvd, Phoenix",2,"Japanese,Sushi",Shogun Restaurant & Sushi Bar,(602) 953-3264,85032
"5618 E Thomas Rd #130, Phoenix",1,"American,Breakfast,Sandwich",Ranch House Grille,(480) 946-1290,85018
"267 E Bell Rd, Phoenix",1,"Asian,Chinese,Korean",Pei Wei Asian Diner,(602) 707-2800,85022
"805 East Thunderbird Road, Sunnyslope/North Mountain, Phoenix",1,"Sushi,Asian",Wild Tunas,(602) 938-8862,85022
"2825 N Central Ave, Phoenix",1,"Burger,Diner,Ice Cream",Lenny's Burger,(602) 263-8700,85004
7406 West McDowell Road,2,Chinese,Lin's Grand Buffet,(623) 846-2631,85035
"751 E Bell Rd Suite 9, Phoenix",1,Sushi,J.K Sushi,(602) 843-8882,85022
"7000 E Mayo Blvd, Phoenix",1,Fast Food,Chick-fil-A,(480) 419-6039,85054
"602 W Union Hills Dr, Phoenix",1,"Japanese,Sushi",Hana Sushi,(623) 869-7455,85027
15834 North Cave Creek Road,1,"Breakfast,Donuts",The Original Rainbow Donuts,(602) 867-9502,85032
"1331 East Northern Avenue, Midtown, Phoenix",2,"Italian,Pizza,Sandwich",Stumpy's Pizza & Subs,(602) 997-2727,85020
"2822 N 15th Ave, Phoenix",1,"Italian,Pizza,Sandwich",J P Mc Gurkee's Sandwich Shop,(602) 274-4262,85007
"3424 N 19th Avenue, Phoenix",2,"Chinese,Vietnamese",Maxim,(602) 234-2710,85015
"3655 W Anthem Way, Suite B-135, Anthem",1,"Sandwich,Beverages,Donuts",Sweethearts Gourmet Donuts,(623) 551-2664,85086
"2812 E Thomas Rd, Phoenix",1,"Burger,Pizza",Long Wongs,(602) 224-5464,85016
"7307 W Indian School Rd, Phoenix",1,Chinese,Canton Dragon,(623) 846-6125,85033
710 East Union Hills Drive Ste 16A,1,Mexican,Mi Pueblo Mexican Food,(623) 587-1920,85024
"6219 N 7th St, Phoenix",1,Sandwich,Great Dane's Doghouse,(602) 265-2817,85014
"1602 South 7th Avenue, Downtown, Phoenix",1,"Chinese,Asian",Liyuen,(602) 238-9688,85007
"9620 N Metro Pkwy W, Phoenix",1,Mexican,Mi Pueblo,(602) 870-2953,85051
"7333 W Thomas Rd, Phoenix",1,Pizza,Grandpa's Pizza,(623) 849-8957,85033
5 West Baseline Road,1,American,Marcia's Long Wong's,(602) 276-4330,85041
"2045 East Camelback Road, Phoenix",2,"American,Coffee and Tea",Snooze an A.M. Eatery,(480) 725-8000,85016
2824 East Indian School Road,3,Italian,Giuseppe's on 28th,(602) 381-1237,85016
1720 East Camelback Road,3,"American,Seafood,Sushi",Bluewater Grill,(602) 277-3474,85016
"4144 E Indian School Rd, Phoenix",1,"American,Mexican",Tee Pee Mexican Food,(602) 956-0178,85018
"11111 North 7th Street, Sunnyslope/North Mountain, Phoenix",4,American,Different Pointe of View,(602) 866-6350,85020
"4236 North Central Avenue, #100",2,"Asian,Ramen",The Clever Koi,(602) 222-3474,85012
"3433 N. 56th St, Phoenix",3,"American,Pizza",Kitchen 56,(480) 994-5656,85018
"21001 North Tatum Boulevard, Ste 2",3,"American,Seafood,Steak",The Keg Steakhouse + Bar - Desert Ridge,(480) 419-7772,85050
"5009 East Washington Street, East Phoenix, Phoenix",3,"American,Southwestern,Steak",Stockyards Steakhouse,(602) 273-7378,85034
2 East Jefferson Street,3,New American,Blue Hound Kitchen & Cocktails,,85005
"108 E Pierce St, Phoenix",2,"Caribbean,Bar Food",Rum Bar at the Breadfruit,(602) 267-1266,85004
"122 North 2nd Street, Downtown, Phoenix",4,"American,Southwestern",Compass Arizona Grill,(602) 440-3166,85004
3063 West Agua Fria Freeway,3,"American,Seafood,Steak",Claim Jumper Restaurants,(623) 581-8595,85027
"6845 North 16th Street, Midtown, Phoenix",2,"Asian,Japanese,Sushi",Moto,(602) 263-5444,85016
50 West. Jefferson Street,2,"Bar Food,American",Copper Blues Rock Pub and Kitchen - Phoenix,(480) 719-5005,85004
"2400 East Missouri Avenue, Biltmore/Arcadia, Phoenix",3,"American,Southwestern",Frank & Albert's,(602) 381-7632,85016
"4515 North 7th Avenue, Phoenix",1,"Diner,Coffee and Tea",Joe's Diner,(602) 535-4999,85013
"10625 N Tatum Blvd, Phoenix",2,"Southwestern,Tex-Mex",Z'Tejas,(480) 948-9010,85028
"1515 North 7th Avenue, Midtown, Phoenix",1,"New American,Coffee and Tea",Vovomeena,(602) 252-2541,85003
"705 N 1st St, Phoenix",2,"American,British,Bar Food",The Turf Irish Pub,(602) 296-5043,85004
"3164 E Camelback Rd, Phoenix",1,Ice Cream,Gelato Spot,(602) 957-8040,85016
"1949 East Camelback Road, Biltmore/Arcadia, Phoenix",2,"Italian,Pizza",NYPD Pizza,(602) 294-6969,85016
"4121 East Thomas Road, East Phoenix, Phoenix",2,"Asian,Seafood",Sabai Modern Thai,(602) 954-8774,85018
"1001 N. 3rd Ave, Phoenix",1,Coffee and Tea,Lola Coffee,(602) 265-5652,85003
"61 West Thomas Road, Midtown, Phoenix",1,"American,Diner,Sandwich",First Watch,(602) 265-2092,85013
21001 North Tatum Boulevard,2,"American,Sandwich",BJ's Restaurant & Brewhouse,(480) 538-0555,85050
"4433 N 16th St, Phoenix",1,"Sandwich,Healthy Food,Deli",Miracle Mile Delicatessen,(602) 776-0992,85016
"10037 S 19th Ave, Phoenix",2,Steak,T-Bone Steak House,(602) 276-0945,85041
"3313 North 7th Street, Midtown, Phoenix",1,Mexican,Gadzooks Enchiladas & Soup,(602) 279-5080,85014
4636 South 36th Street,2,BBQ,The Barbecue Company Grill and Cafe,,85040
"4711 North 7th Street, Midtown, Phoenix",1,"Desserts,Bakery",Urban Cookies,(602) 451-4335,85014
4723 East Ray Road,2,Healthy Food,Sweet Tomatoes,,85044
2420 West Happy Valley Road.,2,Chinese,P.F. Chang's,(623) 707-4495,85085
"12637 S 48th St, Phoenix",2,Mexican,Macayo's Mexican Restaurants,(480) 598-5101,85044
"53 W Thomas Rd, Phoenix",2,Pizza,Z Pizza,(602) 234-3289,85013
"3110 N Central Ave, Phoenix",1,Thai,Thai Basil,(602) 274-5020,85012
"4515 N 16th St, Phoenix",2,Indian,Flavors of India,(602) 277-5546,85016
"3603 East Indian School Road, Biltmore/Arcadia, Phoenix",3,Italian,Crudo,(602) 358-8666,85018
2201 East Camelback Road Ste 106,4,New American,The Gladly,(602) 759-8132,85016
"3752 East Indian School Road, Phoenix",2,"Chinese,Asian,Japanese",Autumn Court Chinese,(602) 234-0512,85018
"3102 East McDowell Road, East Phoenix, Phoenix",2,"Italian,Pizza",Red Devil Italian Restaurant & Pizzeria,(602) 267-1036,85008
"10826 S 48th St, Phoenix",1,"Greek,Mediterranean,Sandwich",Niro's Gyros,(480) 753-6476,85044
"1212 East Northern Avenue, Sunnyslope/North Mountain, Phoenix",2,Chinese,Super Dragon,(602) 997-1685,85020
3134 East Indian School Road,1,"American,Breakfast,Sandwich",Bertha's Cafe,(602) 955-1022,85016
"4909 E Chandler Blvd, Phoenix",2,"Chinese,Sushi",Hong Kong Gourmet Buffet,(480) 785-0660,85048
"27 West Madison Street, Downtown, Phoenix",1,Chinese,Sing High,(602) 253-7848,85003
"5030 E Warner Rd, Phoenix",2,Sandwich,My Wine Cellar,(480) 598-9463,85044
"1601 East Bell Road, Deer Valley, Phoenix",1,"Thai,Asian",Krua Thai Cuisine,(602) 971-4988,85022
8801 North Central Avenue #104,2,"American,Spanish",TIMO WINE BAR,(602) 354-3846,85020
"7000 North 16th Street, Midtown, Phoenix",1,Mexican,Los Taquitos Grill,(602) 371-0111,85020
"668 N 44th Street Suite 108, Phoenix",1,Chinese,Szechwan Palace,(602) 685-0888,85008
"3434 West Anthem Way, Anthem, Phoenix",2,"Chinese,Asian",Shanghai Club,(623) 465-3225,85086
"5035 E Elliot Rd, Phoenix",1,"Breakfast,Sandwich",The Bagel Man of Ahwatukee,(480) 705-9999,85044
"4855 E Warner Rd, Phoenix",1,"Breakfast,Sandwich",The Nosh Cafe,(480) 940-4484,85044
"2 East Jefferson Street #150, Downtown Phoenix",3,American,The Arrogant Butcher,(602) 324-8502,85004
5700 East McDonald Drive,4,New American,Elements,,85253
"215 East McKinley # 102, Downtown, Phoenix",2,"Asian,Japanese,Sushi",Moira Sushi,(602) 254-5085,85004
