Name,PhoneNumber,Address,CostRange,Cuisine
Feeney’s Restaurant and Bar,(602) 274-9700,6314 N 12th St,1,"Bars,Steakhouses,American (Traditional)"
Press Coffee,(602) 633-1100,1616 N Central Ave,1,"Coffee & Tea,Coffee Roasteries,Breakfast & Brunch"
LA Crab Shack,(480) 659-7922,1948 W Broadway Rd,1,"Cajun/Creole,Seafood"
Duck & Decanter,(602) 274-5429,1651 E Camelback Rd,1,"Sandwiches,Wine Bars,Salad"
Raffaele’s Pizza,(602) 242-5117,7019 N 19th Ave,1,Pizza
Shabu Fondue,(602) 870-3023,7822 N 12th St,1,"Hot Pot,Asian Fusion,Fondue"
Miracle Mile Delicatessen,(602) 776-0992,4433 N 16th St,1,American (Traditional)
Twisted Grove Parlor + Bar,(480) 699-0811,8220 N Hayden Rd,1,"American (New),Cocktail Bars"
Alo Cafe,(480) 878-4172,6960 E 1st St,1,"Cafes,Coffee & Tea,Breakfast & Brunch"
Crescent Ballroom,(602) 716-2222,308 N 2nd Ave,1,"Music Venues,Mexican,Lounges"
Cotton & Copper,(480) 629-4270,1006 E Warner Rd,1,"Bars,American (New)"
Shimogamo,(480) 899-7191,2051 W Warner Rd,1,"Sushi Bars,Japanese"
Pesto’s,(480) 821-2949,1960 W Ray Rd,1,"Pizza,Wine Bars,Italian"
Papa Joe’s Fish-N-Que,(602) 973-7003,2019 W Bethany Home Rd,1,"Fish & Chips,Barbeque"
Nobuo At Teeter House,(602) 254-0600,622 E Adams St,1,"Japanese,Tea Rooms"
El Pollo Supremo,(480) 966-3713,221 W University Dr,1,Mexican
Nandini Indian Cuisine,(480) 967-5234,1845 E Broadway Rd,1,"Indian,Buffets,Vegan"
Perfect Pear Bistro,(480) 966-7327,603 West University Dr,1,"American (New),Salad,Sandwiches"
KOVO Modern Mediterranean,(602) 237-5872,10625 N Tatum Blvd,1,"Mediterranean,Breakfast & Brunch,Cocktail Bars"
Sushi J,(480) 946-3550,4320 N Miller Rd,1,Sushi Bars
Espos Mexican Food,(480) 588-7377,3867 W Chandler Blvd,1,Mexican
Thai Recipe Bistro,(602) 262-5454,2234 N 7th St,1,Thai
YC’s Mongolian Grill,(480) 820-8880,3206 S McClintock Dr,1,"Chinese,Mongolian,Vegan"
Tarbell’s The Tavern,(602) 955-7730,3209 E Camelback Rd,1,"Bars,American (Traditional)"
Golden Restaurant and Bakery,(480) 656-4405,1849 N Scottsdale Rd,1,"Halal,Mediterranean,Bakeries"
Short Leash Hotdogs & Rollover Doughnuts,(602) 795-2193,4221 N 7th Ave,1,"Hot Dogs,American (New),Coffee & Tea"
Nonna Urban Eatery,(480) 663-3296,7240 E Main St,1,"Tapas/Small Plates,Italian,Japanese"
Olive & Ivy,(480) 751-2200,7135 E Camelback Rd,1,"American (New),Breakfast & Brunch,Venues & Event Spaces"
Song Lynn,(623) 936-9535,2755 N 91st Ave,1,Vietnamese
Zookz Sandwiches,(480) 219-9729,One North 1st St,1,"Breakfast & Brunch,Sandwiches,Salad"
Alesha Donuts,(623) 388-4613,8345 W Glendale Ave,1,"Donuts,Juice Bars & Smoothies,Sandwiches"
"Helpings Cafe, Market and Catering",(602) 275-2539,3333 E Van Buren St,1,"Salad,Cafes,Sandwiches"
Different Pointe of View,(602) 866-6350,11111 N 7th St,1,"American (Traditional),Mediterranean,Resorts"
The Little Woody,(602) 955-0339,4228 E Indian School Rd,1,"American (New),Lounges,Cocktail Bars"
McFate’s Tap + Barrel,(480) 994-1275,7337 E Shea Blvd,1,"Pizza,American (New),Breweries"
El Paisano Market and Laila Check Cashing,(480) 557-5000,1035 E Lemon St,1,"Mexican,Convenience Stores,Check Cashing/Pay-day Loans"
Marigold Maison- Paradise Valley,(602) 795-0020,4720 E Cactus Rd,1,Indian
unPhogettable,(480) 835-2298,66 S Dobson Rd,1,Vietnamese
Thai On Demand,(480) 550-4999,8880 E Via Linda,1,Thai
Kood Tea Bar & Cafe,(480) 307-9533,4435 S Rural Rd,1,"Hot Pot,Szechuan"
Bonus Round,(602) 374-6936,24 W Camelback Rd,1,"Cocktail Bars,Arcades,American (Traditional)"
Diego Pops,(480) 970-1007,4338 N Scottsdale Rd,1,Mexican
Blaze Fast-Fire’d Pizza,(480) 300-6898,105 W University Dr,1,"Salad,Pizza,Fast Food"
Pho Noodles,(602) 254-6374,3417 N 7th Ave,1,"Vietnamese,Noodles"
Scramble A Breakfast Joint,(602) 374-2294,9832 N 7th St,1,"Breakfast & Brunch,Vegan"
Zesty Zzeeks Pizza and Wings,(480) 940-5555,4825 E Warner Rd,1,"Pizza,Chicken Wings,Sandwiches"
Anaya’s Fresh Mexican Restaurant,(602) 559-4377,5830 W Thunderbird Rd,1,Mexican
Phoenix Phresh,(602) 730-8601,5830 W Thunderbird Rd,1,"Juice Bars & Smoothies,Acai Bowls,Sandwiches"
Pane Bianco,(602) 234-2100,4404 N Central Ave,1,"Sandwiches,Italian,Pizza"
Ike’s Love & Sandwiches,(480) 610-6750,7420 S Rural Rd,1,"Sandwiches,Gluten-Free,Vegan"
Killer Burger,(480) 999-1625,6977 N Hayden Rd,1,Burgers
Armadillo Grill,(602) 287-0700,1904 E Camelback Rd,1,"American (Traditional),Sports Bars"
Maui Pasta,(480) 750-2400,7704 E Doubletree Ranch Rd,1,"Italian,Pasta Shops"
Pappadeaux Seafood Kitchen,(602) 331-3434,11051 N Black Canyon Hwy,1,"Seafood,Cajun/Creole"
Bitters Bar & Food,(480) 550-5088,1455 N Scottsdale Rd,1,"Cocktail Bars,Tapas/Small Plates,Beer Bar"
Thai Long-An,(602) 374-4430,4447 N 7th Ave,1,"Thai,Salad,Soup"
Wild Tuna Sushi and Spirits,(602) 938-8862,805 E Thunderbird Rd,1,Sushi Bars
Two Hippies Beach House,(602) 277-0399,501 E Camelback Rd,1,Mexican
Hula’s Modern Tiki,(602) 265-8454,5114 N 7th St,1,"Hawaiian,Caribbean,Tiki Bars"
Hilal Grill,(602) 275-1815,1638 N 40th St,1,"Indian,Pakistani,Afghan"
Original ChopShop,(480) 794-1536,7158 E 5th Ave,1,"American (New),Breakfast & Brunch,Salad"
Pizza Heaven Bistro,(602) 277-8800,5150 N 7th St,1,"Pizza,Italian,Chicken Wings"
Yupha’s Thai Kitchen,(480) 839-0576,1805 E Elliot Rd,1,Thai
Starlite BBQ,(480) 553-9330,7620 E Indian School Rd,1,"Barbeque,Cocktail Bars,Whiskey Bars"
Cuban Foods Bakery & Restaurant,(602) 296-5759,10649 N 43rd Ave,1,"Bakeries,Cuban"
Pepe’s Taco Villa,(602) 242-0379,2108 W Camelback Rd,1,Mexican
Salty Sow,(602) 795-9463,4801 E Cactus Rd,1,"American (Traditional),Gastropubs,Beer, Wine & Spirits"
Rita’s Mexican Food & Mariscos,(602) 278-7376,1402 N 35th Ave,1,"Mexican,Seafood"
Chicago Hamburger,(602) 955-4137,3749 E Indian School Rd,1,"Burgers,Hot Dogs"
Aioli Gourmet Burgers,(602) 971-5555,10652 N 32nd St,1,"Burgers,Salad,Caterers"
Cactus Tavern,(602) 996-1558,2017 E Cactus Rd,1,"Sports Bars,Burgers,Sandwiches"
"Snooze, An A.M. Eatery",(480) 725-8000,2045 E Camelback Rd,1,"Breakfast & Brunch,Coffee & Tea,Sandwiches"
Millie’s Cafe,(480) 223-8217,1916 West Baseline Rd,1,"Latin American,Puerto Rican"
Golden Donuts,(480) 350-7566,1818 W Baseline Rd,1,"Donuts,Coffee & Tea,Breakfast & Brunch"
Durant’s,(602) 264-5967,2611 N Central Ave,1,"Steakhouses,Wine Bars,Diners"
Asadero Norte De Sonora,(602) 253-4010,122 N 16th St,1,Mexican
Mastro’s City Hall,(480) 941-4700,6991 E Camelback Rd,1,Steakhouses
The Larry,(602) 432-0752,515 E Grant St,1,"Pizza,Sandwiches,Cocktail Bars"
Maguro Sushi and Ramen,(480) 792-6888,3855 W Ray Rd,1,"Sushi Bars,Ramen"
The Coronado PHX,(602) 252-1322,2201 N 7th St,1,"Coffee & Tea,Vegan,Vegetarian"
Don Ruben’s,(602) 866-2900,4323 W Cactus Rd,1,Mexican
Daily Dose,(480) 994-3673,4020 N Scottsdale Rd,1,"American (New),Breakfast & Brunch,Bars"
Lakeview Coffee,(480) 878-5611,8300 N Hayden Rd,1,"Coffee & Tea,Coffee Roasteries,Breakfast & Brunch"
Trapp Haus BBQ,(602) 466-5462,511 E Roosevelt St,1,Barbeque
La Piazza PHX,(602) 795-7116,1 N 1st St,1,"Pizza,Italian"
King Coffee,(480) 307-6557,1020 S Mill Ave,1,"Coffee & Tea,Sandwiches,Bakeries"
Comedor Guadalajara,(602) 253-8299,1830 S Central Ave,1,Mexican
OHSO Brewery- Arcadia,(602) 955-0358,4900 E Indian School Rd,1,"Breweries,Gluten-Free,American (Traditional)"
The Greek Pita,(602) 548-7482,2737 W Thunderbird Rd,1,Greek
Casa De Don Pancho,(602) 249-8720,7124 N 35th Ave,1,Mexican
sweetDee’s bakeshop,(480) 994-6733,7350 E Stetson Dr,1,"Bakeries,Custom Cakes,Breakfast & Brunch"
YC’s Mongolian Grill,(480) 948-8011,9120 E Indian Bend,1,"Mongolian,Vegan,Vegetarian"
Emilio’s Tacos & Hotdogs,(602) 810-1468,N 19th Ave W Thunderbird Rd,1,"Hot Dogs,Mexican"
Seasons 52,(602) 840-5252,2502 E Camelback Rd,1,"American (New),Wine Bars,Seafood"
Salad and Go,,719 E Bethany Home Rd,1,"Salad,Fast Food"
Hachi Ramen,(480) 781-2603,655 W Warner Rd,1,Ramen
Reign Of Thai,(602) 328-9000,12032 Cave Creek Rd,1,"Thai,Buffets,Seafood"
Sonora Taco Shop,(602) 252-2795,1009 S 7th St,1,"Mexican,American (Traditional)"
Sushiholic,(602) 956-2354,3957 E Camelback Rd,1,"Sushi Bars,Japanese,Tapas/Small Plates"
Vegan House,(602) 258-3426,20 W Adams St,1,"Thai,Vegan,Vegetarian"
Roaring Fork,(480) 947-0795,4800 N Scottsdale Rd,1,"American (Traditional),Bars,Steakhouses"
EarlyBaker,(480) 316-6334,4025 E Chandler Blvd,1,"American (New),Mediterranean,Greek"
Matt’s Big Breakfast,(602) 254-1074,825 N 1st St,1,"Breakfast & Brunch,Salad,American (Traditional)"
At My Place Cafe,(480) 838-1008,2121 W Guadalupe Rd,1,Filipino
Phoenix Public Market Cafe,(602) 253-2700,14 E Pierce St,1,"American (New),Cafes"
The Collins Small Batch Kitchen,(602) 730-3533,3160 E Camelback Rd,1,"Bars,American (New),Tapas/Small Plates"
Kay’s Kafe,(602) 484-0040,3401 S 43rd Ave,1,Cafes
Maskadores Taco Shop,(480) 284-7000,1721 E Warner Rd,1,Mexican
House of Tricks,(480) 968-1114,114 E 7th St,1,"American (New),French,Wine Bars"
Coffee Club,(623) 328-5890,5102 W Northern Ave,1,"Coffee & Tea,Sandwiches,Waffles"
In-N-Out Burger,(800) 786-1000,920 E Playa Del Norte,1,"Fast Food,Burgers"
The Mission Old Town,(480) 636-5005,3815 N Brown Ave,1,"Latin American,Mexican,Bars"
Gyro House 32,(602) 601-5469,12308 N 32nd St,1,"Middle Eastern,Mediterranean,Greek"
Pomegranate Cafe,(480) 706-7472,4025 E Chandler Blvd,1,"Coffee & Tea,Breakfast & Brunch,Vegan"
Barrio Cafe Gran Reserva,(602) 252-2777,1301 W Grand Ave,1,Mexican
The Bar,(602) 957-3686,3174 E Indian School Rd,1,"Dive Bars,American (Traditional),Cocktail Bars"
Wildflower,(480) 612-0606,7001 N Scottsdale Rd,1,"Bakeries,American (New),Breakfast & Brunch"
Los Altos Ranch Markets,(602) 253-6874,1602 E Roosevelt St,1,"Grocery,Mexican"
Ballpark Pizza and Subs,(623) 979-8222,7615 W Thunderbird Rd,1,"Pizza,Chicken Wings,Salad"
Asi Es La Vida,(602) 952-1255,3602 N 24th St,1,Mexican
Stumpy’s Pizza & Subs,(602) 997-2727,1331 E Northern Ave,1,"Pizza,Italian,Sandwiches"
The Chuck Box,(480) 968-4712,202 E University Dr,1,Burgers
Tutti Santi,(602) 216-0336,7575 N 16th St,1,Italian
Seoul BBQ & Sushi,(623) 552-7811,11025 N Black Canyon Hwy,1,"Korean,Sushi Bars,Barbeque"
Rocky’s Pizza and Cheesesteak,(480) 838-2368,1731 W Baseline Rd,1,"Pizza,Cheesesteaks,Chicken Wings"
Roka Akor - Scottsdale,(480) 306-8800,7299 N Scottsdale Rd,1,"Japanese,Sushi Bars,Steakhouses"
Culinary Dropout,(480) 240-1601,149 S Farmer,1,American (New)
Cuff,(623) 847-8890,5819 W Glendale Ave,1,"Cocktail Bars,American (New)"
Jamburritos Cajun Grille - Express,(623) 687-6951,8200 W Peoria Ave,1,"Cajun/Creole,Food Trucks,Mexican"
McGurkee’s Italian Kitchen,(602) 274-4262,2822 N 15th Ave,1,"Sandwiches,Italian,Pizza"
Bell’ Italia Pizzeria,(480) 893-1233,4909 E Chandler Blvd,1,"Pizza,Italian,Salad"
Pig & Pickle,(480) 990-1407,2922 N Hayden Rd,1,"Comfort Food,Sandwiches,Gastropubs"
The Main Ingredient Ale House And Café,(602) 843-6246,2337 N 7th St,1,"American (New),Salad,Sandwiches"
La Santisima Gourmet Taco Shop,(602) 254-6330,1919 N 16th St,1,"Mexican,Seafood"
D’Lite Healthy On The Go,(480) 248-9545,7337 E Shea Blvd,1,"Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies"
The Capital Grille,(602) 952-8900,2502 E Camelback Rd,1,"Steakhouses,Seafood,Wine Bars"
Doner Kebab Chef RD,(602) 923-1310,4550 E Cactus Rd,1,"Turkish,Mediterranean"
Ocean Poke,(602) 283-5153,3619 E Indian School Rd,1,"Poke,Vegan,Gluten-Free"
Saigon Bowl,(480) 949-5251,8123 E Roosevelt St,1,Vietnamese
Karsen’s Grill,(480) 990-7660,7246 E 1st St,1,"Bars,Salad,American (Traditional)"
Mika’s Greek,(480) 421-6452,1336 N Scottsdale Rd,1,"Greek,Mediterranean,Vegetarian"
Don’s NY Pizza,(623) 412-7828,7539 W Peoria Ave,1,Pizza
Pizza People Pub,(602) 795-7954,1326 N Central Ave,1,"Pizza,Burgers,American (Traditional)"
True Food Kitchen,(602) 774-3488,2502 E Camelback Rd,1,"American (New),Vegetarian,Vegan"
Rehab Burger Therapy,(602) 368-8832,1534 E Bethany Home Rd,1,Burgers
Atlas Bistro,(480) 990-2433,2515 N Scottsdale Rd,1,"Diners,Tapas/Small Plates,Desserts"
Nellos Pizza,(480) 893-8930,4710 E Warner Rd,1,"Pizza,Italian,Sandwiches"
Frasher’s Smokehouse,(602) 314-5599,3222 E Indian School Rd,1,"Barbeque,Smokehouse,Salad"
Da Vang Restaurant,(602) 242-3575,4538 N 19th Ave,1,Vietnamese
Otto Pizza & Pastry,(480) 966-4292,804 S Ash Ave,1,Pizza
Nishikawa Ramen,(602) 368-8774,3141 E Indian School Rd,1,"Ramen,Asian Fusion,Tapas Bars"
32 Shea,(602) 867-7432,10626 N 32nd St,1,"Breakfast & Brunch,Coffee & Tea,Wine Bars"
Bluewater Grill,(602) 277-3474,1720 E Camelback Rd,1,"Seafood,Venues & Event Spaces,Seafood Markets"
Taste of Thai,(480) 753-3832,4855 E Warner Rd,1,"Thai,Asian Fusion"
Wildflower,(602) 275-2300,3400 E Sky Harbor Blvd,1,"Breakfast & Brunch,Sandwiches,Bakeries"
Florencia Pizza Bistro,(480) 704-7404,3646 E Ray Rd,1,"Pizza,Italian,Sandwiches"
Ramen Time,(480) 994-4888,1857 N Scottsdale Rd,2,
BoSa Donuts,(480) 940-8880,4910 E Ray Rd,1,"Donuts,Coffee & Tea,Sandwiches"
Guanaquito Restaurant,(602) 257-9053,1438 E McDowell Rd,1,Salvadoran
Koreatown,(480) 284-4936,1832 W Broadway Rd,1,Korean
Tempe City Tacos,(480) 967-8226,119 E Southern Ave,1,Tacos
Happy’s Hamburgers,(480) 630-2330,10435 N Scottsdale Rd,1,"Burgers,Diners,Breakfast & Brunch"
Ghost Ranch: Modern Southwest Cuisine,(480) 474-4328,1006 E Warner Rd,1,American (New)
Second Story Restaurant & Liquor Bar,(480) 945-5555,4166 N Scottsdale Rd,1,"American (New),Cocktail Bars,Whiskey Bars"
Postino Highland,(602) 428-4444,4821 N Scottsdale Rd,1,"Wine Bars,Italian,Breakfast & Brunch"
Tacos Chiwas,(602) 358-8830,1923 E Mcdowell Rd,1,Mexican
The Kettle Black Kitchen & Pub,(602) 651-1185,1 N 1st St,1,"Gastropubs,American (Traditional)"
Asian Cafe Express,(480) 668-5910,1911 W Main St,1,Chinese
Bei,(480) 471-6609,2200 N Scottsdale Rd,1,"Sushi Bars,Cocktail Bars,Asian Fusion"
Ike’s Love & Sandwiches,(480) 921-2053,699 S Mill Ave,1,"Sandwiches,Vegan,Gluten-Free"
Sushi Plus,(602) 595-9891,5830 W Thunderbird Rd,1,"Sushi Bars,Japanese"
Mission Possible Cafe / A Nonprofit Restaurant,(602) 688-6240,1516 W Van Buren St,1,"Burgers,Cafes,American (Traditional)"
Ezekiel’s,(480) 785-4886,4825 E Warner Rd,1,"Soul Food,Chicken Shop,Seafood"
Johnny’s Burgers & Dogs,(480) 755-3833,3141 S McClintock Dr,1,"Hot Dogs,American (Traditional),Burgers"
White Cup Coffee,,3933 E Indian School Rd,1,"Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies"
McFate Brewing Company,(480) 656-9100,1312 N Scottsdale Rd,1,"American (New),Breweries,Pizza"
Dolce Vino Wine Bar Italian Cuisine,(623) 463-8104,4935 W Glendale Ave,1,"Wine Bars,Italian"
Mother Bunch Brewing,(602) 368-3580,825 N 7th St,1,"Breweries,Gastropubs"
Rudy’s “Country Store” and Bar-B-Q,(480) 874-6440,7300 W Chandler Blvd,1,Barbeque
Wally’s American Pub N Grill,(602) 954-2040,5029 N 44th St,1,"Gastropubs,American (Traditional),Sandwiches"
Ladera Taverna y Cocina,(602) 606-2258,8729 N Central Ave,1,"Bars,Mexican"
Basil & Garlic Bistro,(480) 661-3912,9330 E Poinsettia Dr,1,"Pizza,Italian,Sandwiches"
Bar Pesce,(602) 358-8666,3603 E Indian School Rd,1,"Italian,Cocktail Bars,American (New)"
Angry Crab Peoria,(480) 739-2949,7608 W Cactus Rd,1,"Cajun/Creole,Seafood,American (Traditional)"
Twisted Cactus Brew & BBQ,(480) 491-4000,4080 W Ray Rd,1,"Burgers,Pubs,Barbeque"
Angelina’s Fry Bread,(623) 939-6576,5154 W Olive Ave,1,Mexican
Scottsdale Beer Company,(480) 219-1844,8608 E Shea Blvd,1,"Beer Bar,American (Traditional),Brewpubs"
Lucky’s Pizza,(623) 878-7888,6630 W Cactus Rd,1,"Pizza,Italian,Chicken Wings"
Razz’s Restaurant & Catering,(480) 905-1308,10315 N Scottsdale Rd,1,"American (New),French,Seafood"
The Lunch Lounge,(602) 441-0201,501 N 44th St,1,"Breakfast & Brunch,Delis,Sandwiches"
Ocotillo,(602) 687-9080,3243 N 3rd St,1,"American (New),Breakfast & Brunch"
Kuka Sushi & Izakaya,(480) 306-4386,1221 E Apache Blvd,1,"Sushi Bars,Izakaya,Tapas/Small Plates"
Anzios Italian Restaurant,(602) 375-1221,12418 N 28th Dr,1,"Italian,Pizza"
Hillstone Restaurant,(602) 957-9700,2650 E Camelback Rd,1,"American (New),Sushi Bars"
Maryln’s Fish & Chips,(602) 268-8008,5436 S Central Ave,1,"Fish & Chips,Burgers,Chicken Wings"
Clockwork Pizza,(480) 755-2250,7520 S Rural Rd,1,"Pizza,Sandwiches,Chicken Wings"
Little Miss BBQ - Sunnyslope,(602) 314-6922,8901 N 7th St,1,Barbeque
Lunch Break,(602) 437-1090,3702 E Roeser Rd,1,"Sandwiches,Delis,Breakfast & Brunch"
Sr Ozzy’s Tacos Y Mariscos,(602) 677-0284,1717 W Southern Ave,1,"Mexican,Hot Dogs,Food Trucks"
Chico Malo,(602) 603-9363,50 W Jefferson St,1,Mexican
Blue Fin,(602) 254-3171,1401 N Central Ave,1,Japanese
Spinato’s Pizzeria,(480) 961-0208,4848 E Chandler Blvd,1,"Pizza,Italian,Gluten-Free"
Regio’s Mexican Food,(602) 274-1999,1705 E Indian School Rd,1,Mexican
Welcome Chicken + Donuts,(602) 258-1655,1535 E Buckeye Rd,1,"Donuts,Chicken Shop"
Golden Gate Chinese Restaurant,(480) 897-1335,2640 W Baseline Rd,1,Chinese
Great Harvest Bread,(480) 777-1141,1730 E Warner Rd,1,"Bakeries,Sandwiches,Coffee & Tea"
Christo’s Ristorante,(602) 264-1784,6327 N 7th St,1,"Italian,Wine Bars,Seafood"
Rancho Pinot,(480) 367-8030,6208 N Scottsdale Rd,1,"Italian,American (New),Wine Bars"
Crackers & Co Cafe,(480) 705-7900,1285 W Elliot Rd,1,"American (Traditional),Breakfast & Brunch,Cafes"
Juan’s Authentic Mexican Food,(602) 241-1918,1516 E Thomas Rd,1,Mexican
Casa Terra,(623) 230-2289,6835 N 58th Dr,2,
OHSO Brewery - Paradise Valley,(602) 900-9003,10810 N Tatum Blvd,1,"Breweries,Burgers,Gluten-Free"
Tortas Manny,(602) 603-9264,845 W Southern Ave,1,Mexican
Soi 4 Bangkok Eatery,(480) 778-1999,8787 N Scottsdale Rd,1,Thai
My Pie Pizza,(480) 264-6353,777 S College Ave,1,"Pizza,Salad,Italian"
Culinary Dropout,(480) 970-1700,7135 E Camelback Rd,1,"American (New),Music Venues"
Gangnam Sushi & Grill,(480) 629-4062,933 E University Dr,1,"Sushi Bars,Japanese,Korean"
Thailicious,(480) 306-6792,5865 W Ray Rd,1,"Thai,Noodles,Soup"
Venezia’s New York Style Pizzeria,(480) 858-1660,27 E Southern Ave,1,"Pizza,Italian,Chicken Wings"
Switch Restaurant & Wine Bar,(602) 264-2295,2603 N Central Ave,1,"Bars,American (Traditional)"
Hop Social Tavern,(480) 485-4677,3405 W Chandler Blvd,1,"American (Traditional),Desserts,Beer Bar"
Cherryblossom Noodle Cafe,(602) 248-9090,914 E Camelback Rd,1,"Sushi Bars,Noodles,Ramen"
Fogo de Chão Brazilian Steakhouse,(480) 609-8866,6300 N Scottsdale Rd,1,"Brazilian,Steakhouses"
La Piazza al Forno,(623) 847-3301,5803 W Glendale Ave,1,"Italian,Pizza"
The Lunch Bag,(480) 860-6659,8989 E Via Linda,1,Sandwiches
Doughbird,(602) 345-9161,4385 E Indian School Rd,1,"Pizza,Comfort Food,American (Traditional)"
Mi Patio,(602) 277-4831,3347 N 7th Ave,1,Mexican
Hopdoddy Burger Bar,(480) 348-2337,11055 N Scottsdale Rd,1,"Burgers,Bars,Salad"
Kiss the Cook Restaurant,(623) 939-4663,4915 W Glendale Ave,1,Breakfast & Brunch
Andes Peruvian Cuisine,(602) 368-9205,6025 N 27th Ave,0,
WtfExp,(602) 595-6666,1024 E Buckeye Rd,1,"Cheesesteaks,Fish & Chips,Burgers"
Tampopo Ramen,(480) 491-2177,3223 S Mcclintock Dr,1,Ramen
The House Brasserie,(480) 634-1600,6936 E Main St,1,"American (New),Bars,Coffee & Tea"
El Dorado Bar and Grill,(480) 945-2606,8708 E McDowell Rd,1,"American (Traditional),Bars"
Suh Noi - The Little Thaiger,(480) 941-7210,7150 E Thomas Rd,1,"Asian Fusion,Thai"
Wildflower - Crown,(602) 883-4768,5813 N 7th St,2,
EVO,(480) 265-9814,4175 N Goldwater Blvd,1,"Italian,Lounges"
La Piñata,(602) 279-1763,5521 N 7th Ave,1,"Mexican,Desserts,Bars"
Modern Market Eatery,(480) 462-2102,4901 E Ray Rd,1,"Sandwiches,Breakfast & Brunch,Salad"
Zesty Zzeeks Pizza and Wings,(480) 685-9888,3139 S Mill Ave,1,Pizza
Mu Shu Asian Grill,(602) 277-9867,1502 W Thomas Rd,1,"Chinese,Asian Fusion"
Thai Basil,(480) 968-9250,403 W University Dr,1,Thai
Delux,(602) 522-2288,3146 E Camelback Rd,1,"Bars,Sushi Bars,American (Traditional)"
SumoMaya,(480) 397-9520,6560 N Scottsdale Rd,1,"Mexican,Asian Fusion"
Pizzeria Bianco,(602) 258-8300,623 E Adams St,1,"Pizza,Salad,Tapas/Small Plates"
Merci French Cafe & Patisserie,(480) 947-2777,7620 E Indian School Rd,1,"Cafes,Breakfast & Brunch,French"
The Peppersauce Cafe,(602) 438-6602,3937 E Anne St,1,"American (Traditional),Breakfast & Brunch"
AZ88,(480) 994-5576,7353 E Scottsdale Mall,1,"American (Traditional),Lounges,Chicken Wings"
Las 15 Salsas,(602) 870-2056,722 W Hatcher Rd,1,Mexican
Los Taquitos,(602) 371-0111,7000 N 16th St,1,Tacos
Fresh Millions Restaurant,(480) 785-1000,6140 W Chandler Blvd,1,"Sandwiches,Noodles,Wraps"
Cartel Coffee Lab,(480) 621-6381,7124 E 5th Ave,1,"Coffee & Tea,Breakfast & Brunch"
Roma Garden Ristorante,(602) 788-5466,3923 E Thunderbird Rd,1,Italian
"Snooze, An A.M. Eatery",(480) 893-7638,4901 E Ray Rd,1,"Breakfast & Brunch,Coffee & Tea,Sandwiches"
The Blind Pig,(480) 994-1055,3370 N Hayden Rd,1,"Mexican,Bars"
Gadzooks Enchiladas and Soup,(602) 279-5080,4031 E Camelback Rd,1,"Mexican,Breakfast & Brunch,Soup"
Squarz Bakery & Cafe,(602) 935-7520,13802 N Scottsdale Rd,2,
Helton Brewing Company,(602) 730-2739,2144 E Indian School Rd,1,"Breweries,American (New),Venues & Event Spaces"
Nogales Hot Dogs,(602) 527-0208,1945 E Indian School Rd,1,Hot Dogs
Habanero’s,(480) 991-9211,10392 N Scottsdale Rd,1,Mexican
Oregano’s Pizza Bistro,(480) 970-1860,3102 N Scottsdale Rd,1,"Pizza,Italian"
il Capo Pizzeria,(480) 951-0077,7366 E Shea Blvd,1,"Pizza,Italian,Wine Bars"
Pho Thanh,(602) 242-1979,1702 W Camelback Rd,1,"Vietnamese,Soup,Sandwiches"
Khyber Halal,(602) 954-5290,4030 N 24th St,1,"Afghan,Pakistani,Indian"
Authentic Thai Kitchen,(602) 277-5065,4500 N 12th St,1,Thai
El Caprichoso,(602) 561-3723,9444 N 19th Ave,1,"Street Vendors,Hot Dogs"
Don’s NY Pizza,(623) 337-5272,9971 W Camelback Rd,1,Pizza
Mi Vegana Madre Restaurant,(623) 934-0358,5835 W Palmaire Ave,1,"Mexican,Vegan"
Huss Brewing Company - Uptown Taproom,(602) 441-4677,100 E Camelback Rd,1,"Breweries,Gastropubs"
Fresh Mint,(480) 443-2556,13802 N Scottsdale Rd,1,"Vegan,Vegetarian,Kosher"
